character,text,final_label
Rosa,Uh-oh. You better get back here. Now.,police_work
Rosa,That's because it was 98% solved.,police_work
Rosa,Me too. But he's kind of hot.,romance
Rosa,"What? You can hate people and still think they're hot. Case in point, Manuel Noriega.",romance
Rosa,"Yeah, she's thick.",romance
Rosa,Sorry you got vultured. Happens to the best of us.,emotion
Rosa,"On my count. One, two...",police_work
Rosa,Or slash his gorgeous throat.,romance
Rosa,He seems like he would.,conversation_glue
Rosa,"On third, right near here. How do you know that?",police_work
Rosa,What?,conversation_glue
Rosa,Hitchcock farts nonstop.,insult_snark
Rosa,She dumps it in the hallway trash chute on the way to the doorman.,police_work
Rosa,"Stab! Then I... Toss the corkscrew out the window, and it lands on a passing car.",police_work
Rosa,Can't tell you how many nuns I wanted to beat up in catholic school. Ten.,personal_life
Rosa,Good. You shouldn't know it.,conversation_glue
Rosa,Didn't graduate. Had to leave.,personal_life
Rosa,Here's a hint. I'm not gonna tell you.,insult_snark
Rosa,"If you wanted to make a bet with Holt, you shoulda made a bet you could win. Like who wears more denim jackets.",insult_snark
Rosa,"Okay, here's the first set of royal babies I rounded up. Popular costume. Any of these guys look familiar?",police_work
Rosa,"Number three, step forward and say, ""give me your money, you stupid bag of crap.""",police_work
Rosa,Worse.,conversation_glue
Rosa,Worse.,conversation_glue
Rosa,"Number three, step forward and say the word ""worse.""",police_work
Rosa,I remember that old bag. She was my favorite.,personal_life
Rosa,Fine. The reason I left catholic school was because I got into the American ballet academy. I was a classical dancer. And I was good.,personal_life
Rosa,"You tell anyone, I break your face. {ROSA CLOSES HER DRAWER WITH HER FOOT}",insult_snark
Rosa,Officer in the 92nd got the royal baby mugger. He had 19 wallets in his diaper.,police_work
Rosa,"Oh, I didn't tell you. I got kicked out of ballet school for beating the crap out of ballerinas.",personal_life
Rosa,What's up with this emergency meeting?,conversation_glue
Rosa,"Hey, is this why you were getting makeup tips from the prostitute in the holding cell?",insult_snark
Rosa,"Hey, Gina, can you order food for us at the Flatbush Diner? They make the best pies in New York City.",food
Rosa,Wrong. Ignorant and wrong.,insult_snark
Rosa,"Boyle, you're always blogging on that foodie website. Which pie's better?",food
Rosa,Morning.,conversation_glue
Rosa,You people already know too much about me.,emotion
Rosa,Is that a nightgown?,conversation_glue
Rosa,"Hey, if Jake says the guy did it, that usually means the guy did it.",police_work
Rosa,"No, I'm still furious at you.",emotion
Rosa,Where's he taking you?,conversation_glue
Rosa,"For me: Cheap dinner, watch basketball, bone down.",romance
Rosa,"None of the partials match Whitman. If he did it, he didn't leave any prints.",police_work
Rosa,"Pie taste test, it's over. I won.",food
Rosa,"Ah, come on!",emotion
Rosa,Good.,conversation_glue
Rosa,"So you were lying? What the hell, Boyle?",emotion
Rosa,"Damn, it is amazing.",emotion
Rosa,"You only get one shot at this, Peralta.",police_work
Rosa,How much time do we have?,police_work
Rosa,Why do you care so much about some old reporter?,conversation_glue
Rosa,No. And no one has ever thought that.,insult_snark
Rosa,Pass.,conversation_glue
Rosa,Why? I'm fine on the stand.,emotion
Rosa,I'm sorry... can you make her stop doing that weird thing with her face?,insult_snark
Rosa,"And when this is over, I'm gonna find you, and I'm gonna break those little fingers.",insult_snark
Rosa,Fine. I'll take your dumbass seminar.,insult_snark
Rosa,Fine. How do I get these morons to like me?,insult_snark
Rosa,To be perfectly candid... I like that.,emotion
Rosa,I know how to blink.,conversation_glue
Rosa,Why are we meeting in the ladies' room?,conversation_glue
Rosa,What's wrong with the way I dress?,emotion
Rosa,Your wife and Boyle's mom are both blind?,insult_snark
Rosa,I look like arsenio.,emotion
Rosa,No.,conversation_glue
Rosa,Yes.,conversation_glue
Rosa,To be perfectly candid... My name is Detective Rosa Diaz.,police_work
Rosa,I caught Mr. Ladd physically beating his boss with a fax machine. Most of his cheek was caved in. His head was basically a blood fountain.,police_work
Rosa,"Great advice, dummies. I look like a psycho up there!",insult_snark
Rosa,That's not helping!,emotion
Rosa,Of course I'm nervous! What did you think was the problem?,emotion
Rosa,What's that? Sounds stupid.,insult_snark
Rosa,Great! Now I'm starving!,food
Rosa,"To be perfectly candid, I was pretty sure it was the defendant.",police_work
Rosa,I think I know what happened.,police_work
Rosa,Your client instigated the fight. I'm certain. And I'm happy to tell you why.,police_work
Rosa,Huh. Boyle's advice worked.,emotion
Rosa,"I'm in a cabin in the middle of nowhere. Inside it's just me and that stupid, slimy defense attorney.",insult_snark
Rosa,"I owe you one, Boyle. Thank-you dinner. Tomorrow night. Gribaldi's. It's all-you-can-eat linguini.",food
Rosa,"Oh, my boyfriend's coming too.",romance
Rosa,You're not a genie.,insult_snark
Rosa,"The guy who did the safe in the second apartment, what was his name?",police_work
Rosa,What?,conversation_glue
Rosa,"Yeah, I know how to spell cone.",conversation_glue
Rosa,Nope.,conversation_glue
Rosa,Nope.,conversation_glue
Rosa,You have a problem with me that you want to talk about?,emotion
Rosa,Here's an itemized list of everything taken from the garden apartment.,police_work
Rosa,"Oh, my God, enough.",emotion
Rosa,"That's it. Get in my car, now. And if you say another word, I promise you, you will regret it.",insult_snark
Rosa,"I thought about it, but then I put that thought on hold. I wanted to show you Ropesburg.",personal_life
Rosa,"You wanted this offer so badly, I thought I'd give you a chance at the job.",police_work
Rosa,"Hi, sergeant. No, I'm still not interested. At all. But this is Detective Santiago. She's one of our top detectives, and she really wants the job.",police_work
Rosa,"He quit to start a carpet cleaning business, because that was better than being Captain here because this is the most boring place on earth.",insult_snark
Rosa,I'll pay for that.,conversation_glue
Rosa,So what'd you think of Ropesburg?,personal_life
Rosa,"It's whack, and you know it. Their number-one crime is tricycle theft. There's a bakery attached to the precinct. Come on, Santiago. You never would've taken that job, so why'd you even care that they offered it to me?",emotion
Rosa,"Well, you're not the only girl at the table anymore. We work in a police force full of dudes. We gotta have each other's backs, okay?",emotion
Rosa,"Yeah, I got your back. Don't smile. I'm still mad at you.",emotion
Rosa,Moment's over. Shut up.,insult_snark
Rosa,"Ha! ""Boyle objects to Boyle Bingo.""",emotion
Rosa,It's the one without any blood on it.,police_work
Rosa,"It looks like you live on the set of Murder, She Wrote.",insult_snark
Rosa,Don't apologize. I'd rather spend Thanksgiving at your house than with my sister.,personal_life
Rosa,Yay.,conversation_glue
Rosa,"It's so pleasant and boring. But, Holt, at your house, surrounded by these idiots? Guaranteed train wreck. Thanks for the invite. (Smiles)",insult_snark
Rosa,"Oh, look at that. ""Boyle saves Thanksgiving.""",insult_snark
Rosa,"No. But it does say, ""Boyle believes obvious lie.""",insult_snark
Rosa,Please do.,conversation_glue
Rosa,Are you eating packing peanuts?,insult_snark
Rosa,Amy broke everything and got us kicked out of the bar. Then we got attacked by rats. It's the best Thanksgiving ever.,personal_life
Rosa,"""I marked them 'Awk' for 'Awkward'?""",conversation_glue
Rosa,What are you wearing?,conversation_glue
Rosa,"Yeah, till you made the best Thanksgiving meal I've ever had and ruined it.",food
Rosa,That’s nice. And I like you as a person. But I’m just not interested in you romantically.,romance
Rosa,"Again- that’s sweet. But I’m not into you that way, and I have a boyfriend.",romance
Rosa,Listen to me: the healthy thing for you to do is move on.,romance
Rosa,You’re the only one who did that.,conversation_glue
Rosa,"So, if Boyle, Peralta, and the sergeant are out--",police_work
Rosa,"Let me get that for you, Boyle.",personal_life
Rosa,I think he's into me.,romance
Rosa,"Fear is a powerful aphrodisiac. Anyway, he said he wants to speak to ""John or Jack Peralta or whatever.""",romance
Rosa,Yeah. He said he wants a deal. He has some information about some dude who steals Pontiacs.,police_work
Rosa,"Yeah, I just said that. Chill, man.",conversation_glue
Rosa,Yeah.,conversation_glue
Rosa,"Before we go any further, we need to know if you're for real. Describe the guy.",police_work
Rosa,So all you know is what a bunch of other mopes have said over the years. Anything else?,police_work
Rosa,"12 counts of identity theft, but I've been chasing him for a month.",police_work
Rosa,96,conversation_glue
Rosa,"1,000 push-ups, really?",conversation_glue
Rosa,Okay. I'm in.,conversation_glue
Rosa,"It's a pact we made. It really just means ""trust me."" And I do.",emotion
Rosa,No way.,conversation_glue
Rosa,Why stop there? Why not tell her you're an astronaut?,insult_snark
Rosa,"Fine. One false move, and I tase you in front of your mom.",insult_snark
Rosa,I love getting to know people. It's my jam.,personal_life
Rosa,You guys having fun?,conversation_glue
Rosa,'Cause I'm not. His mom put this stupid braid in my hair.,insult_snark
Rosa,"No, you look like a Boyz II Men Easter album.",insult_snark
Rosa,There's no sign of anyone. You sure about this?,police_work
Rosa,"No, we do not. Something doesn't smell right to me.",police_work
Rosa,"Do I? One of you is a criminal, and the other one is dressed like Steve Harvey. It's over. I'm ending this now. Sorry, Jake.",insult_snark
Rosa,"Yeah. 1,000 push-ups.",conversation_glue
Rosa,"What? That's not how this works. I said 1,000 push-ups, you have to back me up. That's the pact, end of story.",emotion
Rosa,I hope you understand how serious this is to me.,emotion
Rosa,Don't quote Die Hard.,insult_snark
Rosa,We got eyes on the bandit. He's a block away.,police_work
Rosa,What is he doing?,conversation_glue
Rosa,That's it. I'm calling it.,police_work
Rosa,Hands on your head!,police_work
Rosa,He's gone. He ran.,police_work
Rosa,"Yeah, you did. Why don't you come back here and take me out to dinner?",romance
Rosa,"I got a lot of work to do, Peralta.",police_work
Rosa,"No, you can't.",conversation_glue
Rosa,"I don't care about the push-ups, Jake. I care that you didn't honor our pact. I've always trusted you, and when you did that it made me feel like you don't trust me.",emotion
Rosa,"No, it won't. Now get down on the floor.",police_work
Rosa,I changed my mind.,conversation_glue
Rosa,"Night, Peralta.",conversation_glue
Rosa,"You said 2,000, remember?",conversation_glue
Rosa,What about your car?,conversation_glue
Rosa,"Sure, that sounds great.",conversation_glue
Rosa,His pain meds are making him weird.,insult_snark
Rosa,I'm avoiding Boyle and his truth bombs.,personal_life
Rosa,He keeps saying he wants to talk to me. I'm afraid he's gonna tell me he loves me or propose marriage or something.,romance
Rosa,He dove in front of those b*ll*ts for me. I can't be mean to him. I watched him make coffee for 28 minutes this morning. But I also can't lead him on.,romance
Rosa,Oh. It's happening?,emotion
Rosa,"Okay, let's do this. I think you're sweet--",romance
Rosa,Sounds awful. Hit the park. That's a dog.,personal_life
Rosa,You don't have locks on your windows.,police_work
Rosa,They cost $8. You have a fur bedspread.,personal_life
Rosa,We need an itemized list of everything that was stolen.,police_work
Rosa,Can't you just buy another knockoff?,insult_snark
Rosa,Can you estimate the value of everything that was taken?,police_work
Rosa,None of the partials returned any matches. Nobody in your building saw anything. We've hit a wall.,police_work
Rosa,"Captain, we swept the scene, ran the prints, canvassed the building. We followed procedure.",police_work
Rosa,What's the matter with you?,insult_snark
Rosa,A P.I.? These guys are hacks.,insult_snark
Rosa,"""Look up who Picasso is.""",insult_snark
Rosa,She once said the best comedy of all time was The Girl with the Dragon Tattoo.,personal_life
Rosa,Depends. How many g*ns do I still have hidden?,personal_life
Rosa,Do I still have my knife? Nunchucks? Axe?,personal_life
Rosa,"I know, but I want to play it out. Do I still have my throwing stars?",personal_life
Rosa,You're here late.,conversation_glue
Rosa,We are. Come on. We're taking you home.,personal_life
Rosa,"We installed a second lock on your front door, put locks on the windows by the fire escape, and set all your lights on timers.",police_work
Rosa,Ugh. You made us run up ten flights of stairs.,emotion
Rosa,"Hey, Pembroke. What do you say we go talk about a case in the break room?",police_work
Rosa,The case of how you got so damn sexy.,romance
Rosa,"Good news is, the sting we set up to catch deadbeats went great.",police_work
Rosa,"You're not very bright, are you, Bill?",insult_snark
Rosa,"It's my birthday. I hate birthdays. If you wish me a Happy Birthday, I will punch you.",insult_snark
Rosa,"Yeah, guy was passing bad checks.",police_work
Rosa,"Yeah, the name here is the same name on the checks.",police_work
Rosa,"Extinguisher's empty, morons.",insult_snark
Rosa,You think I have an anger problem? I don't. You are both dead to me.,insult_snark
Rosa,I knew just where to punch it to get free food. Now I have to go back to punching Hitchcock.,food
Rosa,Still too much.,conversation_glue
Rosa,Anyone over the age of six celebrating a birthday should go to hell.,insult_snark
Rosa,Why are you so obsessed with that game?,insult_snark
Rosa,"Stop saying ""insatiable.""",insult_snark
Rosa,You want me to go to a bar?,personal_life
Rosa,You are obviously trying to get me to go to a surprise party. Did Marcus put you up to this?,personal_life
Rosa,Maybe he's having dinner with his sidepiece first.,romance
Rosa,"You look fine. Here, wear this. Jake, you need a jacket or something.",personal_life
Rosa,Who else is going?,conversation_glue
Rosa,"Don't lie to me, Boyle, or you will be eating your bone marrow custard through a straw.",insult_snark
Rosa,- Charles! -,conversation_glue
Rosa,"If you knew me, you'd know I hate surprise parties, so clearly you don't know me at all.",insult_snark
Rosa,"That will never happen. In fact, you just lost ""Rosa"" privileges. From now on, you can call me ""Diaz"" or ""Hey, you.""",insult_snark
Rosa,"Yeah, who cares about a kiss? Call me if you grab each other's asses. He's pulling over. It's going down.",romance
Rosa,"Guys, guys, it's not a handoff. He's leaving the package.",police_work
Rosa,We can't pull him over this close to the drop site. It'll alert the buyer. I say we follow him for a mile.,police_work
Rosa,"Dude, stop saying random facts to try to prove you know me.",insult_snark
Rosa,Enough! I'm going to the dumb party but only because I don't want to hurt Marcus. I'm still super mad at you.,emotion
Rosa,"Oh, I just want to see Lorelai happy, and shut up!",personal_life
Rosa,"How's this? Oh, my God. It's so much worse than I imagined.",emotion
Rosa,"All right, let's get this over with.",conversation_glue
Rosa,What's going on?,conversation_glue
Rosa,This is incredible.,emotion
Rosa,"Thank you. But never call me ""Ro-ro"" again.",emotion
Rosa,Wow.,conversation_glue
Rosa,What the hell are these?,conversation_glue
Rosa,"Sarge, I don't need to be monitored all day long. I'm not a toddler. This is stupid.",insult_snark
Rosa,"Fine, but I am gonna play the hell out of some backgammon. Watch me.",personal_life
Rosa,I'd love to see you date someone from work. Your head would explode.,insult_snark
Rosa,Mm. Sick burn.,insult_snark
Rosa,I don't hear anything.,conversation_glue
Rosa,What? I put it up there for safe keeping.,conversation_glue
Rosa,"Yeah. I had it on my desk, but I kept spilling coffee on it. Oops.",personal_life
Rosa,So what is this? Casual? Serious? I need to know how to make fun of you. You guys dating?,romance
Rosa,"Oh, that's not good.",emotion
Rosa,"So, Boyle…",conversation_glue
Rosa,"Let's go look at those surveillance tapes, yeah?",police_work
Rosa,"Why are you still playing with that stupid game, Sarge? The guy is dead.",insult_snark
Rosa,"His orders were stupid. I hated him more than any cop I've ever known. Whoa. I just realized I'm never gonna be able to say that to his face. I mean, I could say it to his wife at the funeral, but it won't be the same.",emotion
Rosa,I didn't do it for him. I did it 'cause it's my job. We cool?,police_work
Rosa,Good.,conversation_glue
Rosa,Still hot.,romance
Rosa,He stared at me for 90 seconds while he ate an entire peach.,personal_life
Rosa,"Really? 'Cause when you left, you made a pretty big deal of deleting us from your phone.",emotion
Rosa,I don't think we're that dramatic.,conversation_glue
Rosa,Ugh. What do you even know about this person?,insult_snark
Rosa,This is creepy and unlike you. You even know her first name?,insult_snark
Rosa,"Well, this got upsetting real quick.",emotion
