character,text,final_label
Charles,"Carlene was wrong, Gina. Rosa said it herself-- I’m in charge of my own destiny. That means she wants me to make a move.",romance
Charles,"No, no, she punched me to prove Carlene wrong.",personal_life
Charles,"I know, it’s crazy.",conversation_glue
Charles,"I like Turner & Hooch. Tom Hanks, reluctant friendship with a dog. That hits me where I live.",personal_life
Charles,"Well, we shall see what we shall see.",conversation_glue
Charles,Damn it! This is Jeffrey Dahmer's corduroys all over again.,emotion
Charles,"Hey, Sarge, I need someone to fill out a lineup. Will you be Scary Terry?",police_work
Charles,No one asked you to take your shirt off. Stop volunteering to take your shirt off.,personal_life
Charles,I'm- I'm not really her husband.,personal_life
Charles,"Okay, this is Ethel Musterberg from the Prospect Heights Senior Center. There was an I.D. card in her back pocket.",police_work
Charles,Frisked! I frisked her butt!,police_work
Charles,"Well, I haven't really been in a slump since my divorce. So I'd tell this person, ""Maybe get divorced."" He'd have to get married first.",personal_life
Charles,We're helping Jake's friend get out of his slump.,personal_life
Charles,I had the same exact one when I was a kid!,personal_life
Charles,"You want some help, big man?",personal_life
Charles,On the side of the turret-,personal_life
Charles,"Hey, slump, you're about to get nailed by the Jake Hammer.",personal_life
Charles,"No, you are not, Jake Rabbit.",conversation_glue
Charles,Apartment's clear.,police_work
Charles,"Oh, bird pooped on your shoulder. No, wait... Pooped on your head, then dripped onto your shoulder.",personal_life
Charles,"I'm telling you, it's good luck.",personal_life
Charles,You could eat off his shirt.,food
Charles,Man... Girls are so scary.,romance
Charles,"Could be a year. Could be a decade. Sorry, we're just saying bigger and bigger numbers.",conversation_glue
Charles,You okay?,conversation_glue
Charles,Hey. What's going on?,conversation_glue
Charles,So what you're saying is that this is kind of a...,conversation_glue
Charles,You know I will.,conversation_glue
Charles,"I'm just saying, put a couple leather chairs in here.",personal_life
Charles,They're here.,police_work
Charles,No.,conversation_glue
Charles,Blammo! Jake Hammer strikes again.,personal_life
Charles,"Hey, Sarge. I assembled the castle for you. Here it is.",personal_life
Charles,"Well, they were destroyed, so I turned it into a princess police station. You know, some jobs take brains, some jobs take muscles, some jobs take dainty little fingers. Did I ever tell you I had to wear a woman's wedding ring?",personal_life
Charles,"You're a good dad. Don't put so much pressure on yourself. Oh, check this out. Working siren.",personal_life
Charles,You talking oldest bags? 68.,police_work
Charles,"Yeah, but I was only 20.",personal_life
Charles,"No, man, it was before I got into the academy.",personal_life
Charles,"No... yes, I am. Yeah, oldest arrest... 68, like I said.",police_work
Charles,"You know how it is. When you have a chance to bed an older woman, you...",romance
Charles,"She was, actually. That's how I met her. Went to college with her grandson Marvin. Don't... don't knock it till you try it. She had a replacement hip with some serious torque. It was like having sex with a transformer.",romance
Charles,"Really? In High School, I played center field in the musical damn Yankees.",personal_life
Charles,Nice.,conversation_glue
Charles,Yeah!,conversation_glue
Charles,I would never steal his thunder. I-I'd be afraid to borrow it.,emotion
Charles,"Oh, boy.",conversation_glue
Charles,Come on!,conversation_glue
Charles,Is that Rosa? Tell her I said hi.,romance
Charles,What's up?,conversation_glue
Charles,"Yeah, I feel sexy.",emotion
Charles,You know I do.,conversation_glue
Charles,We call him The Vulture because he swoops in and solves cases that are almost solved and takes the credit for himself.,police_work
Charles,"Sir, call him The Vulture. Giving him a name makes him human.",police_work
Charles,"Yeah, she did... Murder on lce, Recipe for Murder. Nancy was a wonderful Detective. I wanted to be her when I grew up.",police_work
Charles,Yes.,conversation_glue
Charles,I used a gift card for that!,personal_life
Charles,I cannot figure you out.,emotion
Charles,"What if you called him from a hospital and said his whole family is dead? Like, they died of cancer.",insult_snark
Charles,What if we wrap his motorcycle in plastic wrap and melt it with a hair dryer? Little trick I learned in gift basket making class.,personal_life
Charles,You're welcome.,conversation_glue
Charles,Yeah! Winning by default!,emotion
Charles,Come on!,conversation_glue
Charles,I love the bus!,personal_life
Charles,I'm always the victim. I don't want to be the victim.,emotion
Charles,No. I'll be the victim. Don't make me a door again.,emotion
Charles,Right.,conversation_glue
Charles,Wow!,emotion
Charles,"No! I have broad shoulders. I have narrow hips, but broad shoulders. God!",personal_life
Charles,A little lower.,personal_life
Charles,Broad shoulders! Stuck! Told you... Broad shoulders.,personal_life
Charles,Voila!,conversation_glue
Charles,"Jake, I have to say, the way you handled things with The Vulture yesterday was very mature.",police_work
Charles,Can't wait to see it.,conversation_glue
Charles,Yeah!,conversation_glue
Charles,I'm Mario Batali.,personal_life
Charles,"Santiago, I know that you hate Halloween, but stick with me, and I promise you, you will love it.",personal_life
Charles,"Yeah, you would. You'd be an evil mastermind, and everyone would call you the handsome bandit.",romance
Charles,"Okay, party's around the corner. Tipster said there'll be a huge amount of drug activity.",police_work
Charles,"The department never washes them, so it's probably vomit. Hey! I got you a chocolate. Yet another great thing about Halloween... chocolate!",food
Charles,"So great. We're having the best time. Right, Amy?",personal_life
Charles,"You're the best, Jake.",personal_life
Charles,"Jake, you're the best.",personal_life
Charles,"Come on, Amy! Loosen up! You look like such a cop! Come on, have some fun, you know? It'll help you blend in! Whoo!",personal_life
Charles,I'm backing it up.,conversation_glue
Charles,"Ooh, when you were logging in the drugs, you missed some awesome stuff. Guy walked by in full astronaut costume, gave me a high five.",police_work
Charles,Wait... Hitchcock?,conversation_glue
Charles,What is happening?,conversation_glue
Charles,Really?,conversation_glue
Charles,You paid money to get out of working with me?,emotion
Charles,"No, all the things that you think are bad about Halloween are what make it great. The big kids egg you. Then you and your friends run away together. Friendships are forged in the crucible of Halloween adversity. That's all I wanted for us. You can keep the wig. I don't need it anymore.",personal_life
Charles,"Well, Captain, it seems that Jake isn't the only person you underestima...",police_work
Charles,"In fact, the thing that you failed to see, Captain, teamwork, is exactly...",police_work
Charles,What provided our success.,personal_life
Charles,What is all this?,conversation_glue
Charles,I'm sorry I couldn't convince you to love Halloween.,emotion
Charles,"'Stume! Oh, my God. It caught on.",emotion
Charles,"Way to go, Jakey.",emotion
Charles,"Oh, uh, you know, I-I haven't been to either place yet.",personal_life
Charles,(scoffs) Wouldn't you like to know?,insult_snark
Charles,"What? (laughs nervously) That is not true, okay? I-I-I don't even like food.",emotion
Charles,Who's Rosa? Y-you're the scared one.,insult_snark
Charles,How long were we asleep?,personal_life
Charles,Kitchen buds.,food
Charles,"I think the perfect first date doesn't feel like a first date at all, because you've known each other for a few years, maybe even work together. And one night you're laughing, and then all of a sudden, it's just like blammo! Kissing.",romance
Charles,So pretty much the same as what I said.,conversation_glue
Charles,Maybe he doesn't have any. Interesting fact about me... I once burnt my fingerprints off on a wok.,personal_life
Charles,What are you doing? Holt said you didn't have to come in here. You don't come in on days you're supposed to work.,police_work
Charles,So fun.,emotion
Charles,It's all right. 6 out of 12.,food
Charles,"For the 12 components of food satisfaction: Salty, sweet, sour, bitter, umami, odor, sound...",food
Charles,"Oh, wow. That's the best pie I ever had.",food
Charles,We were running calls to pawn shops and then waiting for them to call back.,police_work
Charles,I'm just glad I keep a toothbrush here.,personal_life
Charles,"Uh, why do you wanna borrow the toothbrush?",personal_life
Charles,"Jake, it's been in my mouth.",personal_life
Charles,You're everyone's secretary. That's literally your job.,police_work
Charles,(sighs) I'm sorry about the whole pie blowup thing. You're right. The Flatbush Diner pie is awful.,food
Charles,It's just... I want Rosa to like me.,romance
Charles,"Hey, Rosa, the Flatbush Diner's pie is terrible. It's inedible. Food is supposed to be edible.",food
Charles,"Crust isn't any better. It's fancier, but it's all bells and whistles. Desserts don't need to be clever. They just need to be good. This is the best pie in New York City... Apple from Argos Bakery, founded 1910. Recipe unchanged. Taste it.",food
Charles,"You just graduated pie school, bitches. Sorry I said ""bitches,"" I'm just really worked up.",food
Charles,I have an idea...,conversation_glue
Charles,Nice. (Holding coffee),conversation_glue
Charles,That's the spirit!,emotion
Charles,"Okay. Sit up straight, all right? Be aware of your hands, okay? And don't be afraid to smile. And if you need to buy time, you can always just say, ""to be perfectly candid...""",police_work
Charles,But don't stare at people.,police_work
Charles,But don't blink too much.,police_work
Charles,I think the bigger worry is slow blinks.,police_work
Charles,"You know, some people might say that all the black leather kind of makes you looks like an evil villain. Not me. I think you look like a sexy motorcycle.",romance
Charles,Yeah.,conversation_glue
Charles,So it's... perfect?,emotion
Charles,That's actually my wedding suit.,personal_life
Charles,No.,conversation_glue
Charles,Perfect! You look beautiful... ly... Appropriate for court.,romance
Charles,This is not good. The lawyer is that slimeball grundhaven... Rosa hates him!,emotion
Charles,Yes. You have to pull it together.,emotion
Charles,"That's what sarge says to me when I'm nervous. Rosa, I think you're nervous.",emotion
Charles,"But if the problem is that you're nervous, that's where Charles Boyle lives, baby. I can help! You just need to go to your happy place.",emotion
Charles,She went to her happy place.,emotion
Charles,Here she is.,conversation_glue
Charles,Yes!,conversation_glue
Charles,Your what friend now?,conversation_glue
Charles,"Yes, I did, and I am thrilled with the results. Although the jar is really hot.",emotion
Charles,"Why do we want to start a turf war with the fire department? I feel very uncomfortable saying this to you, but it doesn't seem like it's worth it... Unless you think it is.",police_work
Charles,"I'm sorry, Jake, Sal's is only the eighth-best. I put out a weekly Brooklyn pizza-ranking email blast. Sal's has the fourth-best texture, ninth-best crust, twelfth-best cheese, and honestly, they're only seventh in mouth-feel.",food
Charles,"The inside of your cheeks are very sensitive. It's like the inside of your thighs, except with a tongue.",personal_life
Charles,"Uh-oh, Jake, firemen.",police_work
Charles,"Mario is number ten overall in Brooklyn, and rising fast. He might've wanted to move up the ladder.",food
Charles,Yeah.,conversation_glue
Charles,It'll be the perfect opportunity to update my rankings. Can we stop at home for a pizza bib?,food
Charles,I'll just use my work bib.,food
Charles,"In a word, yes. Amateurs go tasting, they fill up, and they lose their palate by the third slice. I take this very seriously.",food
Charles,Gino... This pizza is much better than last time. You've always ranked dead last in structural integrity and sauce.,food
Charles,Can't. Firemen locked it down.,police_work
Charles,"Ooh, undercover work. I love it. I need more back story. First off, can it be my daughter's cat?",police_work
Charles,"Fine. Let's talk about the cat. Short-hair, long-hair? Tabby?",personal_life
Charles,"Oh, that's brutal.",emotion
Charles,"I like it. Hey, guys? Guys, I really need your help. My little boy, Brian, my angel, I bought him a short-haired calico after my wife fell into a coma... Motorcycle crash. And now the cat's stuck in a tree.",personal_life
Charles,He's a cute kid. Kinda looks like you. Handsome guy. Handsome little guy.,personal_life
Charles,"Brian was adopted, so he has abandonment issues. Just struck out at tee-ball last week. Everyone called him ""cryin' Brian.""",personal_life
Charles,"They're getting nervous, Jake! They're getting nervous!",police_work
Charles,"Get off him, Boone! You big marshmallow!",insult_snark
Charles,Well...,conversation_glue
Charles,Captain reads my blast.,personal_life
Charles,I'm coming in.,police_work
Charles,Uh-huh. My turn?,conversation_glue
Charles,"The crust was charred, the cheese was stringy and flavorless, but the sauce. Oh, Marone, the sauce. Continue.",food
Charles,Fire! Fire! Fire!,police_work
Charles,Happy Turkey Day.,food
Charles,What? What's going on?,conversation_glue
Charles,All the girls were too big.,romance
Charles,"Well, now that I know you want me to say that, I'll just say it with two gobbles. Gobble, gobble... Gobble. God, it just sounds right that way. Ugh. I don't like this game.",personal_life
Charles,"Come on, guys.",conversation_glue
Charles,"Well, guess what. I can spoil your little game by sitting over here quietly all day and doing nothing. (Takes a seat and falls on floor) Oh! Aah!",personal_life
Charles,That's a victory. That's a victory for Boyle. Boom!,emotion
Charles,Pizza? Please. This is a butternut squash and truffle butter flatbread.,food
Charles,"Wow, that's a lot of yogurt.",food
Charles,"So this is your lunch for, like, the month?",food
Charles,Hang on. I have a toast. (Stands up) I am thankful to have someone in my life who gives me a reason to get out of bed every morning. And I hope that my relationship with this person will only grow more intimate.,romance
Charles,"Um, Hitchcock.",conversation_glue
Charles,I'm a textbook people-pleaser. I have a serious problem. This was great though. You must be so proud.,emotion
Charles,"I-I'm not done hanging out. Let's go to the bar, they serve food there. That's a great idea.",personal_life
Charles,Does it really say that?,conversation_glue
Charles,Damn it.,emotion
Charles,"Tommy, can we order some food?",food
Charles,Smart. Good call.,conversation_glue
Charles,There is nothing here.,conversation_glue
Charles,"Sarge, am I too heavy?",personal_life
Charles,"No, this will not be our Thanksgiving. All right, you all wait here. Give me an hour. Terry, to the door.",personal_life
Charles,"Yeah, totally. That makes sense. That makes sense.",conversation_glue
Charles,"It's a real culinary challenge. Give me 15 minutes, and then we feast.",food
Charles,"You eat with your eyes, so the plating alone...",food
Charles,"So this is kind of a play on your typical Thanksgiving dinner. For turkey, we have the Peking duck with a veggie samosa stuffing. The potatoes are the empanadas with an Ethiopian lentil stew gravy. And for dessert, some seasonal gelatin cups. Okay, I ran out of money. They're from when Hitchcock got his colonoscopy. Bon appétit. (Takes a seat)",food
Charles,"So, you pretty much got the disaster night you were hoping for?",emotion
Charles,That was perfect.,emotion
Charles,I've gone 42 years without a lump of coal I’m not gonna start now.,personal_life
Charles,"Hit him in his fat, cherry cheeks!",insult_snark
Charles,That’s right! Boom! I just kicked Santa in the testicles! ....Merry Christmas!,emotion
Charles,"Hey, my flight is at eight tonight. It’s domestic. Do you think I’ll be safe if I get to the airport five hours early?",personal_life
Charles,"Well, I am. But I’ve begun to feel like there is a small chance Rosa may not love me back.",romance
Charles,"Hey, you wanna grab some dinner tonight?",romance
Charles,Coolio. He heads off.,conversation_glue
Charles,Whattaya say we grab a drink?,personal_life
Charles,Gotcha! Raincheck.,conversation_glue
Charles,A rose for Rosa.,romance
Charles,So we’ve both decided that the healthy thing for me to do is move on.,romance
Charles,"Thanks. You know, I kind of just realized--",emotion
Charles,Gotcha. Raincheck on that convo.,conversation_glue
Charles,"Uh, I have to go, too. My flight’s in... Oh boy. Eight hours. I can make it, I’ll just buy a sandwich on the plane.",personal_life
Charles,Buh-buh-buh-back in the Nine-Nine.,police_work
Charles,"Wow, is this all for me?",emotion
Charles,"Oh, none of my pants fit over my butt cast. Lucky for me my mom lent me her leg warmers.",personal_life
Charles,"Yeah, I know. Check out these doughnuts. Whoo-hoo!",food
Charles,"Nope, nope. Everything's under control. I picked up a couple reacher grabbers.",personal_life
Charles,"So I'm able to do everything that I used to do. So now, if you'll excuse me, I'm going to go make myself a morning cup of coffee like I do every day.",personal_life
Charles,"Okay, okay.",conversation_glue
Charles,"Okay, I guess. I mean, if you don't mind.",emotion
Charles,No problem.,conversation_glue
Charles,Cold milk.,food
Charles,It is coming out the bottom of my cast.,personal_life
Charles,"Backing up, guys.",conversation_glue
Charles,"You know, the doctor said that if the b*llet was two millimeters to the left and a foot higher, I might never have walked again.",personal_life
Charles,"Really? You're lifting the lifetime ban? I thought my lunch choices were ""horrifying adventures in diarrhea.""",food
Charles,All right! I've been craving Sudanese all day. I'll print out some menus.,food
Charles,"He said that if the b*llet was a fraction of an inch to the left and two feet up, it woulda hit my brain.",personal_life
Charles,"Pedal, pedal, pedal, pedal, pedal, pedal, push. Pedal, pedal, pedal, pedal, pedal, push. All this cycling makes me feel like Lance Armstrong.",personal_life
Charles,Wouldn't you like to know?,insult_snark
Charles,"So, what'd I miss? Tell me all the jokes. Everything funny that happened.",personal_life
Charles,Great.,conversation_glue
Charles,"Yeah, it's way down there by my butt. Oh, yeah. Yeah, yeah, that's it.",personal_life
Charles,Yup.,conversation_glue
Charles,Right there.,conversation_glue
Charles,Oop. Found it. I'll be right back.,personal_life
Charles,"Hiding from me in the evidence room. They think I don't know, but Gina's been live tweeting the whole thing.",police_work
Charles,"Maybe it was too soon for me to come back. I would've just stayed at home, but I was getting lonely and bored. One day I looked out the window for four hours. I didn't see anything.",personal_life
Charles,Ah...,conversation_glue
Charles,I know.,conversation_glue
Charles,"Oh, my butt!",emotion
Charles,"For exceptional acts of heroism or voluntary risk of personal safety. But, you know, six of one.",police_work
Charles,"That thing is a date magnet. I mean, how many girls have you made out with in that car? Six?",romance
Charles,"No, Jakey, no! That car is your superpower. Thor would never wager his hammer. Neil Patrick Harris would never wager his showmanship. Losing that car will be the worst thing in the world for you.",emotion
Charles,Peanut butter will not be joining us.,food
